Article ID,Article URL,Title,Journal,Authors,Abstract,predict(:)
92357151,https://sysrev.com/p/121730/article/92357151,Pharmacists' impact on improving outcomes in patients with type 2 diabetes mellitus.,Diabetes Educ,"Pepper, Matthew J.; Mallory, Natohya; Coker, T. Nicole; Chaki, Amber; Sando, Karen R.","PURPOSE: The purpose of this study was to evaluate a diabetes education program that includes a pharmacist as a member of the diabetes management team by  assessing the change in hemoglobin A1c (A1C), cholesterol, and blood pressure for  patients with type 2 diabetes in outpatient clinics. METHODS: This was a  retrospective study in outpatient clinics at Shands Jacksonville Medical Center.  The patients were assigned into either the pharmacist group or the nonpharmacist  group, according to the presence or the absence of a pharmacist in the clinic.  The primary end point was the absolute change in A1C versus baseline. Secondary  end points included change in cholesterol and blood pressure and the number of  patients to attain American Diabetes Association goals. End points were recorded  to correlate within 3 months of the initial visit and final visit with a  provider. RESULTS: Compared to the nonpharmacist group, patients in the  pharmacist group had more advanced and uncontrolled diabetes at baseline. The  pharmacist group showed a greater percent change in A1C and improvement between  the initial and final clinic visits, after adjusting for baseline confounders.  Despite the statistically significant improvement in A1C in the pharmacist group,  there was no difference found between the 2 groups for the end points of  cholesterol and blood pressure. CONCLUSION: Including a pharmacist as a part of  the diabetes management team may result in lower A1C in patients with more  advanced and uncontrolled type 2 diabetes mellitus versus a health care team  without a pharmacist.",
92357152,https://sysrev.com/p/121730/article/92357152,Modeling the Health and Budgetary Impacts of a Team-based Hypertension Care Intervention That Includes Pharmacists.,Med Care,"Overwyk, Katherine J.; Dehmer, Steven P.; Roy, Kakoli; Maciosek, Michael V.; Hong, Yuling; Baker-Goering, Madeleine M.; Loustalot, Fleetwood; Singleton, Christa-Marie; Ritchey, Matthew D.","OBJECTIVE: The objective of this study was to assess the potential health and budgetary impacts of implementing a pharmacist-involved team-based hypertension  management model in the United States. RESEARCH DESIGN: In 2017, we evaluated a  pharmacist-involved team-based care intervention among 3 targeted groups using a  microsimulation model designed to estimate cardiovascular event incidence and  associated health care spending in a cross-section of individuals representative  of the US population: implementing it among patients with: (1) newly diagnosed  hypertension; (2) persistently (≥1 year) uncontrolled blood pressure (BP); or (3)  treated, yet persistently uncontrolled BP-and report outcomes over 5 and 20  years. We describe the spending thresholds for each intervention strategy to  achieve budget neutrality in 5 years from a payer's perspective. RESULTS:  Offering this intervention could prevent 22.9-36.8 million person-years of  uncontrolled BP and 77,200-230,900 heart attacks and strokes in 5 years  (83.8-174.8 million and 393,200-922,900 in 20 years, respectively). Health and  economic benefits strongly favored groups 2 and 3. Assuming an intervention cost  of $525 per enrollee, the intervention generates 5-year budgetary cost-savings  only for Medicare among groups 2 and 3. To achieve budget neutrality in 5 years  across all groups, intervention costs per person need to be around $35 for  Medicaid, $180 for private insurance, and $335 for Medicare enrollees.  CONCLUSIONS: Adopting a pharmacist-involved team-based hypertension model could  substantially improve BP control and cardiovascular outcomes in the United  States. Net cost-savings among groups 2 and 3 make a compelling case for  Medicare, but favorable economics may also be possible for private insurers,  particularly if innovations could moderately lower the cost of delivering an  effective intervention.",
92357153,https://sysrev.com/p/121730/article/92357153,Further development of pharmacy student-facilitated diabetes management clinics.,Am J Pharm Educ,"Nuffer, Wesley; McCollum, Marianne; Ellis, Samuel L.; Turner, Christopher J.","OBJECTIVE: To further develop and evaluate a diabetes disease state management (DSM) program that provided direct patient care responsibilities to advanced  pharmacy practice experience (APPE) students as members of healthcare teams.  DESIGN: Nine new clinics and 3 established sites that provide self-care  management education to patients with diabetes were established and maintained in  rural Colorado pharmacies and supported by students in APPE training for 48 weeks  per year. EVALUATION: The 12 clinics provided 120 APPE student placements in  2010-2011. Students' perceptions of their experiences were positive. Patients who  completed the student-supported diabetes self-management education program had  improvements in blood glucose, blood pressure, and lipid values. CONCLUSIONS:  Twelve diabetes DSM clinics provided direct patient care opportunities to APPE  students working as part of healthcare teams while expanding healthcare resources  in underserved communities in Colorado.",
92357154,https://sysrev.com/p/121730/article/92357154,Demonstrating the value of an innovative transitionof-care pharmacy service with quality measures and a unique way of gauging significance of pharmacy interventions,J. Am. Pharm. Assoc.,"Kristeller, J.; Manning, D.","Objective: The objective is to quantify and describe outcomes achieved through an innovative clinical pharmacy service that initiates collaboration between hospital and community pharmacists and physicians to improve medication use through care transitions. Comprehensive medication reviews (CMRs) are completed during hospitalization and medication-related problems (MRPs) are identified and then addressed with physicians as needed. Acute and chronic care issues are communicated with hospital and community physicians respectively. A summary of the CMR and suggested follow-up interventions or opportunities for patient education is shared with the patient's community pharmacist to facilitate ongoing medication management. The goal of this service is to improve patient outcomes by promoting safe and effective medication use. Methods: This observational study evaluated outcomes achieved during a 20-day timeframe. Eligible patients were admitted to the hospital, had multiple chronic diseases, at least five chronic medications, and a planned discharge to home. Once a CMR was completed, the hospital pharmacist communicated with the patient's hospital or community physician and community pharmacist to resolve or prevent MRPs. Data was gathered on the number of CMRs completed and the number and type of MRPs identified. Additionally, the clinical significance of each pharmacist intervention was scored on two innovative scales-criticality as related to clinical evidence and medication safety, and relevance as related to priorities of the patient. An example of high criticality would be recommending therapy such as an ACE-inhibitor in a patient with diabetes and hypertension where evidence of improved outcomes is widely accepted, or intervening to prevent a major adverse drug reaction. An intervention that is highly relevant to the patient could include issues related to cost, convenience, or improving a patient-oriented outcome such as mortality. Results: Twenty-four CMRs were completed and all but one had at least one MRP. There was an average of 1.6 corrections to the admission medication reconciliation per patient, 4.5 suggestions for the community pharmacist per patient, and 2.2 suggestions for the primary care physician per patient. Cardiovascular drugs were the most frequent class involved in a MRP (37%) followed by endocrine (18%), antithrombotic (13%) and gastrointestinal (11%) drug classes. Eleven percent of pharmacist interventions were scored as having high criticality related to clinical evidence, and 18% had both high criticality and high relevance to the patient. An example of an intervention with high criticality and relevance was identifying and resolving a MRP where a patient admitted with shortness of breath due to atrial fibrillation and rapid ventricular ratewas using albuterol five times daily despite no history of pulmonary disease. Conclusion: This study demonstrates the productivity of an innovative pharmacy service focused on improving medication use and safety during care transitions. The service generated data demonstrating the need for pharmacists to complete a CMR and collaborate with hospital and community healthcare providers to resolve or prevent MRPs during error prone transitions of care. Measuring criticality related to clinical evidence and relevance to the patient is a unique strategy to describe the value of this service that has the potential to add an important dimension of information that can be used to solicit stakeholder support for clinical pharmacy services.",
92357159,https://sysrev.com/p/121730/article/92357159,Key components of success in a randomized trial of blood pressure telemonitoring with medication therapy management pharmacists,Journal of the American Pharmacists Association : JAPhA,"Beran, M; Asche, SE; Bergdall, AR; Crabtree, B; Green, BB; Groen, SE; Klotzle, KJ; Michels, RD; Nyboer, RA; O'Connor, PJ; et al.","Objectives: The Hyperlink trial tested a 12‐month intervention of home blood pressure (BP) telemonitoring with pharmacist case management in adults with uncontrolled hypertension. The intervention resulted in improved BP control compared with usual care at both 6 (72% vs. 45%; P < 0.001) and 12 months (71% vs. 53%; P = 0.005). We sought to investigate factors contributing to intervention success. Design: Mixed‐methods analysis of process of care data, patient focus groups, and pharmacist interviews. Participants: Data from 228 intervention patients were examined from the original 450 patients randomly assigned from 16 primary care clinics. Five patient focus groups and 4 pharmacist interviews were conducted to ascertain the patient and pharmacist perspective. Focus group and interview data were coded, and themes relevant to pharmacists were identified. Outcome measures: Home BP readings of less than 135/85 mm Hg and patient focus group and pharmacist interview themes. Results: Mean BP at the intake visit was 148/85 mm Hg. Antihypertensive medications were adjusted in 10% of patients at the initial in‐person visit, 33% at phone visit 1, 36% at phone visit 2, and 19% at phone visit 3. Thereafter, medication changes declined. The mean home BP for patients at the first phone visit was 136/80 mm Hg, 126/74 mm Hg at 3 months, and 123/73 mm Hg at 5 months, with little change thereafter. Key components of success from patient and pharmacist interviews included a strong patient–pharmacist relationship, individualized treatment plans, and frequent phone contact with the pharmacist. Conclusion: Frequent adjustments to the antihypertensive treatment regimen based on home BP telemonitoring resulted in rapid lowering of BP. Our results suggest that an intensive telephone‐based intervention with the key components of medication adjustments, a strong patient and pharmacist relationship, and individualized treatment plans can achieve BP control in only 3 months in many patients with uncontrolled hypertension.",
92357160,https://sysrev.com/p/121730/article/92357160,Pharmacist-led shared medical appointments for multiple cardiovascular risk reduction in patients with type 2 diabetes.,Diabetes Educ,"Cohen, Lisa B.; Taveira, Tracey H.; Khatana, Sameed Ahmed M.; Dooley, Andrea G.; Pirraglia, Paul A.; Wu, Wen-Chih","PURPOSE: To assess whether VA MEDIC-E (Veterans Affairs Multi-disciplinary Education and Diabetes Intervention for Cardiac risk reduction[EM DASH] Extended  for 6 months), a pharmacist-led shared medical appointments program, could  improve attainment of target goals for hypertension, hyperglycemia,  hyperlipidemia, and tobacco use in patients with type 2 diabetes compared to  standard primary care after 6 months of intervention. METHODS: A randomized,  controlled trial of VA MEDIC-E (n = 50) versus standard primary care (n = 49) in  veterans with type 2 diabetes, hemoglobin A1c (A1C) > 7%, blood pressure (BP) >  130/80 mmHg, and low density lipoprotein cholesterol (LDL-C) > 100mg/dl (2.59  mmol/l) in the previous 6 months was conducted. The VA MEDIC-E intervention  consisted of 4 weekly group sessions followed by 5 monthly booster group  sessions. Each 2-hour session included 1 hour of multidisciplinary diabetes  specific healthy lifestyle education and 1 hour of pharmacotherapeutic  interventions performed by a clinical pharmacist. Evaluation measures included  lab values of A1C, LDL cholesterol, BP, and goal attainment of these values, and  diabetes self-care behavior questionnaires at 6 months. RESULTS: The  randomization groups were similar at baseline in all cardiovascular risk factors  except for LDL, which was significantly lower in the MEDIC-E arm. At 6 months,  significant improvements from baseline were found in the intervention arm for  exercise, foot care, and goal attainment of A1C, LDL-C, and BP but not in the  control arm. CONCLUSIONS: The results of this study demonstrate that the  pharmacist-led group intervention program for 6 months was an efficacious and  sustainable collaborative care approach to managing diabetes and reducing  associated cardiovascular risk.",
92357165,https://sysrev.com/p/121730/article/92357165,Adapting and Evaluating a Health System Intervention From Kaiser Permanente to Improve Hypertension Management and Control in a Large Network of Safety-Net  Clinics.,Circ Cardiovasc Qual Outcomes,"Fontil, Valy; Gupta, Reena; Moise, Nathalie; Chen, Ellen; Guzman, David; McCulloch, Charles E.; Bibbins-Domingo, Kirsten","BACKGROUND: Nearly half of Americans with diagnosed hypertension have uncontrolled blood pressure (BP) while some integrated healthcare systems, such  as Kaiser Permanente Northern California, have achieved control rates upwards  90%. METHODS AND RESULTS: We adapted Kaiser Permanente's evidence-based treatment  protocols in a racially and ethnically diverse population at 12 safety-net  clinics in the San Francisco Health Network. The intervention consisted of 4  elements: a hypertension registry, a simplified treatment intensification  protocol that included fixed-dose combination medications containing diuretics,  standardized BP measurement protocol, and BP check visits led by registered nurse  and pharmacist staff. The study population comprised patients with hypertension  who made ≥1 primary care visits within the past 24 months (n=15 917) and had a  recorded BP measurement within the past 12 months. We conducted a  postintervention time series analysis from August 2014 to August 2016 to assess  the effect of the intervention on BP control for 24 months for the pilot site and  for 15 months for 11 other San Francisco Health Network clinics combined.  Secondary outcomes were changes in use of guideline-recommended medication  prescribing. Rates of BP control increased at the pilot site (68%-74%; P<0.01)  and the 11 other San Francisco Health Network clinic sites (69%-74%; P<0.01).  Statistically significant improvements in BP control rates (P<0.01) at the 11 San  Francisco Health Network clinic sites occurred in all racial and ethnic groups  (blacks, 60%-66%; whites, 69%-75%; Latinos, 67%-72%; Asians, 78%-82%). Use of  fixed-dose combination medications increased from 10% to 13% (P<0.01), and the  percentage of angiotensin-converting enzyme inhibitor prescriptions dispensed in  combination with a thiazide diuretic increased from 36% to 40% (P<0.01).  CONCLUSIONS: Evidence-based system approaches to improving BP control can be  implemented in safety-net settings and could play a pivotal role in achieving  improved population BP control and reducing hypertension disparities.",
92357166,https://sysrev.com/p/121730/article/92357166,Sustainability of Blood Pressure Reduction in Black Barbershops.,Circulation,"Victor, Ronald G.; Blyler, Ciantel A.; Li, Ning; Lynch, Kathleen; Moy, Norma B.; Rashid, Mohamad; Chang, L. Cindy; Handler, Joel; Brettler, Jeffrey; Rader, Florian; Elashoff, Robert M.","BACKGROUND: We developed a new model of hypertension care for non-Hispanic black men that links health promotion by barbers to medication management by American  Society of Hypertension-certified pharmacists and demonstrated efficacy in a  6-month cluster-randomized trial. The marked reduction in systolic blood pressure  (BP) seen at 6 months warranted continuing the trial through 12 months to test  sustainability, a necessary precondition for implementation research. METHODS: We  enrolled a cohort of 319 black male patrons with systolic BP ≥140 mm Hg at  baseline. Fifty-two Los Angeles County barbershops were assigned to either a  pharmacist-led intervention or an active control group. In the intervention  group, barbers promoted follow-up with pharmacists who prescribed BP medication  under a collaborative practice agreement with patrons' primary care providers. In  the control group, barbers promoted follow-up with primary care providers and  lifestyle modification. After BP assessment at 6 months, the intervention  continued with fewer in-person pharmacist visits to test whether the intervention  effect could be sustained safely for 1 year while reducing pharmacist travel  time. Final BP and safety outcomes were assessed in both groups at 12 months.  RESULTS: At baseline, mean systolic BP was 152.4 mm Hg in the intervention group  and 154.6 mm Hg in the control group. At 12 months, mean systolic BP fell by 28.6  mm Hg (to 123.8 mm Hg) in the intervention group and by 7.2 mm Hg (to 147.4  mm Hg) in the control group. The mean reduction was 20.8 mm Hg greater in the  intervention (95% CI, 13.9-27.7; P<0.0001). A BP <130/80 mm Hg was achieved by  68.0% of the intervention group versus 11.0% of the control group ( P<0.02).  These new 12-month efficacy data are statistically indistinguishable from our  previously reported 6-month data. No treatment-related serious adverse events  occurred in either group over 12 months. Cohort retention at 12 months was 90% in  both groups. CONCLUSIONS: Among black male barbershop patrons with uncontrolled  hypertension, health promotion by barbers resulted in large and sustained BP  reduction over 12 months when coupled with medication management by American  Society of Hypertension-certified pharmacists. Broad-scale implementation  research is both justified and warranted. CLINICAL TRIAL REGISTRATION: URL:  https://www.clinicaltrials.gov . Unique identifier: NCT 02321618.",
92357167,https://sysrev.com/p/121730/article/92357167,A hypertension emergency department intervention aimed at decreasing disparities: design of a randomized clinical trial,Contemporary clinical trials,"Prendergast, HM; Del Rios, M; Petzel-Gimbar, R; Garside, D; Heinert, S; Escobar-Schulz, S; Kotini-Shah, P; Brown, M; Chen, J; Colla, J; et al.","Effective interventions to identify and treat uncontrolled hypertension (HTN), particularly in underrepresented populations that use the emergency department (ED) for primary care, are critically needed. Uncontrolled HTN contributes significantly to cardiovascular morbidity and mortality and is more frequently encountered among patients presenting to the ED as compared to the primary care setting. EDs serve as the point of entry into the health care system for high‐risk patient populations, including minority and low‐income patients. Previous studies have demonstrated that the prevalence of uncontrolled/undiagnosed HTN in patients presenting to the ED is alarmingly high. Thus ED engagement and early risk assessment/stratification is a feasible innovation to help close health disparity gaps in HTN. A Hypertension Emergency Department Intervention Aimed at Decreasing Disparities (AHEAD2) trial, funded by the National Heart, Lung, and Blood Institute (NHLBI) is a three‐arm single site randomized clinical pilot trial of adults presenting to the ED with Stage 2 hypertension (blood pressure [BP]>160/100) comparing (1) an ED‐initiated Screening, Brief Intervention, and Referral for Treatment (SBIRT) focused on HTN, (2) the same ED‐initiated SBIRT coupled with a Post‐Acute Care Hypertension Transition Consultation by ED Clinical Pharmacists, and (3) usual care. The primary outcome is mean BP differences between study arms. Secondary outcomes are proportion of participants with BP control (BP<140/90mmHg), and improvements in HTN knowledge and medication adherence scores between study arms. The objective of this report is to describe the development of the AHEAD2 trial, including the methods, research infrastructure, and other features of the randomized clinical trial design.",
92357168,https://sysrev.com/p/121730/article/92357168,"A pharmacist based intervention to improve the care of patients with CKD: a pragmatic, randomized, controlled trial.",BMC Nephrol,"Cooney, Danielle; Moon, Helen; Liu, Yang; Miller, Richard Tyler; Perzynski, Adam; Watts, Brook; Drawz, Paul E.","BACKGROUND: Primary care providers do not routinely follow guidelines for the care of patients with chronic kidney disease (CKD). Multidisciplinary efforts may  improve care for patients with chronic disease. Pharmacist based interventions  have effectively improved management of hypertension. We performed a pragmatic,  randomized, controlled trial to evaluate the effect of a pharmacist based quality  improvement program on 1) outcomes for patients with CKD and 2) adherence to CKD  guidelines in the primary care setting. METHODS: Patients with moderate to severe  CKD receiving primary care services at one of thirteen community-based Veterans  Affairs outpatient clinics were randomized to a multifactorial intervention that  included a phone-based pharmacist intervention, pharmacist-physician  collaboration, patient education, and a CKD registry (n = 1070) or usual care  (n = 1129). The primary process outcome was measurement of parathyroid hormone  (PTH) during the one year study period. The primary clinical outcome was blood  pressure (BP) control in subjects with poorly controlled hypertension at  baseline. RESULTS: Among those with poorly controlled baseline BP, there was no  difference in the last recorded BP or the percent at goal BP during the study  period (42.0% vs. 41.2% in the control arm). Subjects in the intervention arm  were more likely to have a PTH measured during the study period (46.9% vs. 16.1%  in the control arm, P <0.001) and were on more classes of antihypertensive  medications at the end of the study (P = 0.02). CONCLUSIONS: A one-time  pharmacist based intervention proved feasible in patients with CKD. While the  intervention did not improve BP control, it did improve guideline adherence and  increased the number of antihypertensive medications prescribed to subjects with  poorly controlled BP. These findings can inform the design of quality improvement  programs and future studies which are needed to improve care of patients with  CKD. TRIAL REGISTRATION: ClinicalTrials.gov: NCT01290614.",
92357169,https://sysrev.com/p/121730/article/92357169,Effectiveness of a multidisciplinary intervention to improve hypertension control in an urban underserved practice.,J Am Soc Hypertens,"Fortuna, Robert J.; Nagel, Angela K.; Rose, Emily; McCann, Robert; Teeters, John C.; Quigley, Denise D.; Bisognano, John D.; Legette-Sobers, Sharon; Liu, Chang; Rocco, Thomas A.","Patient-centered, multidisciplinary interventions offer one of the most promising strategies to improve blood pressure (BP) control, yet effectiveness trials in  underserved real-world settings are limited. We used a multidisciplinary strategy  to improve hypertension control in an underserved urban practice. We collected  1007 surveys to monitor medication adherence and used weighted generalized  estimating equations to examine trends in BP control. We examined 13,404 visits  from patients with hypertension between August 2010 and February 2014. Overall,  BP control rates increased from 51.0% to 67.4% (adjusted odds ratio, 1.58; 95%  confidence interval, 1.44-1.74) by the end of the intervention phase and were  maintained during the postintervention phase (adjusted odds ratio, 1.60; 95%  confidence interval, 1.41-1.82). Medication adherence scores increased across the  intervention (5.9-6.6; P < .001), but were not sustained at the conclusion of the  study (5.9-6.2; P = .16). A multidisciplinary team approach involving registered  nurses, pharmacists, and physicians resulted in substantial improvements in  hypertension control in a real-world underserved setting.",
92357171,https://sysrev.com/p/121730/article/92357171,Improving access-to-care leads to optimal outcomes in pharmacist-led medication therapy management (MTM) program,Value Health,"Pinto, S.; Holl, S.","OBJECTIVES: Providing specialized patient care to patients with no insurance can enable them to better manage their medications, experience optimal outcomes, and ensure more effective use of health care services. This study measured improvement in low-income diabetic patient outcomes through participating in a MTM program. METHODS: Patients comprised of residents participating in the CareNet program, in Lucas County, OH which provides coordinated health care for low-income residents. Patients received MTM services from their pharmacists on a quarterly basis. Patients were provided diabetic supplies, such as lancets and test strips, at no cost to encourage participation. The study used a prospective pre-post design following patients for a year. Clinical [HbA1c level, systolic blood pressure (SBP), and diastolic blood pressure (DBP)] humanistic (patient satisfaction, adherence, knowledge surveys and quality of life) and social (caffeine and alcohol consumption, smoking, exercise) outcomes were measured at staggered intervals. RESULTS: A total of 100 patients were enrolled. Clinical measures. Mean HbA1c concentration decreased from baseline to the three-month follow-up. Patients who had an HbA1c level greater than 7% at baseline saw a decrease of 0.5% from baseline to three months. Mean SBP and DBP values decreased significantly from baseline. Patients with a baseline SBP > 140 mmHg experienced a significant change in BP at 3 months (-16 mmHg). Patients with a baseline DBP of greater than 90 mmHg experienced a significant decrease of 16.00 mmHg from baseline. Humanistic measures. Patient knowledge increased for all disease states and overall patient satisfaction increased significantly. Social measures. There was a decrease in caffeine and alcohol consumption, a significant decrease in smoking, and increase in exercise. Nine month results for all outcomes will be presented. CONCLUSIONS: Pharmacists can improve quality of care, access to care and positive outcomes for low-income patients in a relatively short amount of time.",
92357172,https://sysrev.com/p/121730/article/92357172,Pharmacists providing care in statewide physician organizations: findings from the Michigan Pharmacists Transforming Care and Quality Collaborative.,J Manag Care Spec Pharm,"Coe, Antoinette B.; Choe, Hae Mi; Diez, Heidi L.; Rockey, Nicole G.; Ashjian, Emily J.; Dorsch, Michael P.; Kim, Hyungjin Myra; Farris, Karen B.","BACKGROUND: Clinical services provided by pharmacists embedded in practices can improve patient outcomes within the primary care setting. Little is known about  whether physician organizations (POs) will retain the services of clinical  pharmacists after outside funding for a statewide implementation program is  ended. OBJECTIVE: To evaluate a statewide program, Michigan Pharmacists  Transforming Care and Quality (MPTCQ), that incorporated pharmacists within 17  POs. METHODS: A descriptive study was conducted using data collected from June  2016 to September 2018 from primary care clinical pharmacist encounters in POs  participating in MPTCQ. Process outcomes included the number of participating  POs, patient encounters, and average visits per patient. Analyses at the  encounter level were stratified by 2 encounter types: disease state management  (DSM) or comprehensive medication review (CMR). Separately by encounter type,  pharmacist effect was described by the number, type, and reasons for medication  changes, as well as medication adherence and cost barriers found and addressed.  Clinical outcomes included hemoglobin A1c and blood pressure change.  Sustainability and patient satisfaction of pharmacists providing clinical  services are reported. RESULTS: Across 17 POs, 27 pharmacists participated in the  MPTCQ program. Pharmacists completed 24,523 patient encounters for DSM with 5,942  patients, with an average of 5 visits per patient with diabetes and 2 visits for  hypertension. Pharmacists made 15,153 therapeutic medication changes during  visits for diabetes and hypertension, with approximately 70% related to efficacy.  Pharmacists completed 4,203 CMR visits for 3,092 patients. During CMR visits,  1,296 therapeutic medication changes were recommended. Problems with medication  cost were identified in 13% of CMR visits. Blood pressure and A1c levels  decreased in patients managed by pharmacists. In 157 patients surveyed, 87% rated  their pharmacists' care as excellent. Sixteen POs retained their pharmacists at  the end of funding. CONCLUSIONS: A statewide provider-payer partnership  successfully integrated and retained primary care pharmacists within POs.  Pharmacists in the MPTCQ program contributed to improvements in disease control  by changing medications to improve patient clinical outcomes. DISCLOSURES:  Support for MPTCQ was provided by Blue Cross and Blue Shield of Michigan (BCBSM)  as part of the BCBSM Value Partnerships program. Coe was supported by the  National Center for Advancing Translational Sciences of the National Institutes  of Health under award number KL2TR002241. Although BCBSM and MPTCQ work  collaboratively, the opinions, beliefs, and viewpoints expressed by the authors  do not necessarily reflect the opinions, beliefs, and viewpoints of BCBSM or any  of its employees. The content is solely the responsibility of the authors and  does not necessarily represent the official views of the National Institutes of  Health. The authors have no conflicts of interest to report.",
92357174,https://sysrev.com/p/121730/article/92357174,Multifaceted intervention to improve medication adherence and secondary prevention measures after acute coronary syndrome hospital discharge : A randomized clinical trial,JAMA Intern. Med.,"Ho, P.M.; Lambert-Kerzner, A.; Carey, E.P.; Fahdi, I.E.; Bryson, C.L.; Dee Melnyk, S.; Bosworth, H.B.; Radcliff, T.; Davis, R.; Mun, H.; Weaver, J.; Barnett, C.; Barón, A.; Del Giacco, E.J.","IMPORTANCE Adherence to cardioprotective medication regimens in the year after hospitalization for acute coronary syndrome (ACS) is poor. OBJECTIVE To test a multifaceted intervention to improve adherence to cardiac medications. DESIGN, SETTING, AND PARTICIPANTS In this randomized clinical trial, 253 patients from 4 Department of Veterans Affairs medical centers located in Denver (Colorado), Seattle (Washington); Durham (North Carolina), and Little Rock (Arkansas) admitted with ACS were randomized to the multifaceted intervention (INT) or usual care (UC) prior to discharge. INTERVENTIONS The INT lasted for 1 year following discharge and comprised (1) pharmacist-led medication reconciliation and tailoring; (2) patient education; (3) collaborative care between pharmacist and a patient's primary care clinician and/or cardiologist; and (4) 2 types of voice messaging (educational and medication refill reminder calls). MAIN OUTCOMES AND MEASURES The primary outcome of interestwas proportion of patients adherent to medication regimens based on a mean proportion of days covered (PDC) greater than 0.80 in the year after hospital discharge using pharmacy refill data for 4 cardioprotective medications (clopidogrel, β-blockers, 3-hydroxy-3-methylglutaryl coenzyme A reductase inhibitors [statins], and angiotensin-converting enzyme inhibitors or angiotensin receptor blockers [ACEI/ARB]). Secondary outcomes included achievement of blood pressure (BP) and low-density lipoprotein cholesterol (LDL-C) level targets. RESULTS Of 253 patients, 241 (95.3%) completed the study (122 in INT and 119 in UC). In the INT group, 89.3%of patients were adherent compared with 73.9%in the UC group (P = .003). Mean PDC was higher in the INT group (0.94 vs 0.87; P< .001). A greater proportion of intervention patients were adherent to clopidogrel (86.8%vs 70.7%; P = .03), statins (93.2%vs 71.3%; P < .001), and ACEI/ARB (93.1% vs 81.7%; P = .03) but not β-blockers (88.1%vs 84.8%; P = .59). There were no statistically significant differences in the proportion of patients who achieved BP and LDL-C level goals. CONCLUSIONS AND RELEVANCE A multifaceted intervention comprising pharmacist-led medication reconciliation and tailoring, patient education, collaborative care between pharmacist and patients' primary care clinician and/or cardiologist, and voice messaging increased adherence to medication regimens in the year after ACS hospital discharge without improving BP and LDL-C levels. Understanding the impact of such improvement in adherence on clinical outcomes is needed prior to broader dissemination of the program. Copyright © 2014 American Medical Association. All rights reserved.",
92357175,https://sysrev.com/p/121730/article/92357175,"Community pharmacist led, employer-based wellness services: A pilot study.",Res Social Adm Pharm,"Gatwood, Justin; Hanley, Rhonda; Moore, Joe S.; Hohmeier, Kenneth","The emphasis that United States employers are placing on employee wellness continues to grow; however, most attention has been paid to larger firms to gauge  return-on-investment from a larger pool of enrollees. With fewer resources  available to fund expansive wellness programs, smaller businesses need a  cost-effective mechanism to provide such benefits. As the most accessible  healthcare provider, community pharmacists are in an ideal position to support  certain wellness programs for smaller businesses. This research piloted a  community pharmacist-led, employer-sponsored wellness program for a self-insured  financial services company in Tennessee. Employees with diabetes, hypertension,  hyperlipidemia, asthma, or COPD were recruited from the partnering firm to  receive live, one-on-one counseling from a community pharmacist over a calendar  year. Each session was tailored to individual employee's needs and goals but  generally focused on medication adherence, diet, exercise, and health maintenance  strategies. Fifteen employees participated in the program, and improvements in  clinical measures were not realized over the course of a year. Some, albeit not  statistically significant, improvements were seen in self-reported medication  adherence and quality of life; however, a trend toward some weight gain was  observed. Results suggest that, similar to Medicare beneficiaries, working-age  adults with certain chronic conditions may benefit from pharmacist-led MTM  programs but deeper investigation is needed.",
